280.0 				// vehicle capacity (yards), real number
800.0				// total yardage allowed for a vehicle per day, real number
500				// total number of regular stops for a vehicle allowed per day
3600				// lunch time duration in second, lunch time should start between 11:00am and 12:00 pm
40				// speed: MPH
Stop_ID	X(feet)	Y(feet)	Early_St_Time (HHMM)	Late_St_Time (HHMM)	Svice_Time(Sec)	Load (Yards)	"Stop_Type(0: Depot, 1: regular stop, 2: Landfill)"
1686033	5819546	6870728	0	2400	300	3	1
1686064	5838289	6942274	0	2400	300	4	1
1686070	5837870	6950001	0	2400	360	2	1
1686071	5837870	6950001	0	2400	60	2	1
1686072	5837870	6950001	0	2400	60	2	1
1686073	5837870	6950001	0	2400	60	2	1
1686074	5837870	6950001	0	2400	60	2	1
1686075	5837870	6950001	0	2400	60	2	1
1686076	5837870	6950001	0	2400	60	2	1
1686077	5837870	6950001	0	2400	60	2	1
1686078	5837870	6950001	0	2400	60	2	1
1686079	5837870	6950001	0	2400	60	2	1
1686080	5837870	6950001	0	2400	60	2	1
1686081	5837870	6950001	0	2400	60	2	1
1686082	5837870	6950001	0	2400	60	2	1
1686083	5837870	6950001	0	2400	60	2	1
1686084	5837870	6950001	0	2400	60	2	1
1686085	5837870	6950001	0	2400	60	2	1
1686117	5848471	6903344	800	1700	300	3	1
1686119	5829970	6935193	0	2400	300	8	1
1686126	5831529	6943646	0	2400	300	6	1
1686142	5805994	6934417	0	2400	300	8	1
1686143	5805994	6934417	0	2400	60	8	1
1686144	5831015	6929079	0	2400	300	6	1
1686157	5844378	6979000	0	2400	300	8	1
1686158	5844378	6979000	0	2400	60	8	1
1686168	5845076	6918630	0	2400	300	2	1
1686173	5822051	6931495	0	2400	300	6	1
1686181	5872117	6849781	0	2400	300	2	1
1686193	5819741	6935686	0	2400	360	2	1
1686208	5852802	6872911	0	2400	300	6	1
1686209	5837025	6847676	0	2400	360	6	1
1686217	5870929	6858363	0	2400	300	2	1
1686220	5838219	6846672	0	2400	300	4	1
1686227	5826290	6934792	0	2400	360	6	1
1686247	5816684	6843960	0	2400	300	8	1
1686248	5831805	6887148	800	1700	300	18	1
1686265	5816453	6929077	0	2400	300	6	1
1686266	5816453	6929077	0	2400	60	8	1
1686267	5842980	6839623	0	2400	60	4	1
1686271	5836821	6930031	0	2400	300	8	1
1686272	5836821	6930031	0	2400	60	4	1
1686275	5818027	6929557	0	2400	300	4	1
1686278	5898174	6847421	0	2400	300	6	1
1686286	5875590	6856995	0	2400	300	8	1
1686295	5901787	6845459	0	2400	300	8	1
1686296	5901787	6845459	0	2400	60	6	1
1686316	5831012	6923201	0	2400	360	6	1
1686346	5832133	6923644	0	2400	360	6	1
1686351	5814567	6869770	0	2400	300	3	1
1686358	5847069	6936165	0	2400	300	8	1
1686363	5831529	6922533	0	2400	360	3	1
1686370	5840264	6938241	0	2400	300	3	1
1686371	5840264	6938241	0	2400	60	8	1
1686415	5823250	6857617	0	2400	300	8	1
1686416	5823250	6857617	0	2400	60	8	1
1686419	5802864	6848659	0	2400	300	8	1
1686424	5799602	6859014	0	2400	300	6	1
1686429	5834174	6923991	0	2400	360	6	1
1686445	5820291	6872314	800	1700	300	4	1
1686446	5820291	6872314	800	1700	360	6	1
1686447	5820291	6872314	800	1700	60	6	1
1686457	5827604	6927229	0	2400	360	8	1
1686458	5822278	6856106	0	2400	300	8	1
1686463	5800821	6849569	0	2400	300	6	1
1686466	5830698	6926418	100	700	360	2	1
1686467	5830698	6926418	100	700	60	2	1
1686468	5830698	6926418	100	700	60	2	1
1686469	5830698	6926418	100	700	60	2	1
1686478	5831261	6932906	0	2400	360	2	1
1686479	5831261	6932906	0	2400	60	2	1
1686488	5842779.09	6844024.39	0	2400	60	6	1
1686490	5829665	6931482	0	2400	360	4	1
1686493	5846582	6978726	0	2400	360	2	1
1686494	5846582	6978726	0	2400	60	2	1
1686541	5838983	6836220	0	2400	360	6	1
1686550	5808521	6847685	0	2400	300	8	1
1686561	5810451	6843319	0	2400	300	8	1
1686572	5842777	6840180	0	2400	60	6	1
1686577	5857167	6937617	0	2400	360	4	1
1686580	5831572	6929609	0	2400	360	3	1
1686624	5820246	6845010	0	2400	360	6	1
1686630	5832108	6835601	0	2400	360	6	1
1686631	5846352	6961335	0	2400	300	8	1
1686640	5887324	6875725	0	2400	300	8	1
1686641	5887324	6875725	0	2400	60	8	1
1686644	5805030	6853439	0	2400	300	6	1
1686647	5797366	6855960	0	2400	300	6	1
1686651	5808586	6848057	0	2400	360	6	1
1686661	5835829	6921765	0	2400	300	2	1
1686669	5845006	6992518	0	2400	300	8	1
1686670	5845006	6992518	0	2400	60	8	1
1686672	5831541	6925703	100	700	360	8	1
1686673	5831541	6925703	100	700	60	8	1
1686694	5883453	6868862	0	2400	360	4	1
1686713	5884527	6994068	0	2400	300	6	1
1686716	5858918	6976335	0	2400	300	4	1
1686720	5897263	6877265	0	2400	360	8	1
1686727	5863797	6978907	0	2400	300	8	1
1686728	5863797	6978907	0	2400	60	8	1
1686738	5907932	6843549	0	2400	300	6	1
1686739	5821399	6952702	830	1200	360	2	1
1686740	5821399	6952702	830	1200	60	2	1
1686741	5821399	6952702	830	1200	60	2	1
1686742	5821399	6952702	830	1200	60	2	1
1686743	5821399	6952702	830	1200	60	2	1
1686744	5821399	6952702	830	1200	60	2	1
1686745	5821399	6952702	830	1200	60	2	1
1686746	5821399	6952702	830	1200	60	2	1
1686747	5821399	6952702	830	1200	60	2	1
1686748	5821399	6952702	830	1200	60	2	1
1686749	5821399	6952702	830	1200	60	2	1
1686750	5821399	6952702	830	1200	60	2	1
1686751	5821399	6952702	830	1200	60	2	1
1686752	5821399	6952702	830	1200	60	2	1
1686753	5821399	6952702	830	1200	60	2	1
1686754	5821399	6952702	830	1200	60	2	1
1686755	5821399	6952702	830	1200	60	2	1
1686756	5821399	6952702	830	1200	60	2	1
1686757	5821399	6952702	830	1200	60	2	1
1686758	5821399	6952702	830	1200	60	2	1
1686759	5821399	6952702	830	1200	60	2	1
1686760	5821399	6952702	830	1200	60	2	1
1686761	5821399	6952702	830	1200	60	2	1
1686762	5821399	6952702	830	1200	60	2	1
1686935	5844777	6981411	0	2400	300	8	1
1686940	5839935	6866254	0	2400	300	2	1
1686944	5900264	6987748	0	2400	300	4	1
1686953	5819017	6869504	0	2400	360	3	1
1687014	5817499	6932874	0	2400	300	4	1
1687024	5849690	6902625	800	1700	300	6	1
1687029	5817206	6867566	0	2400	300	2	1
1687030	5880820	7000447	700	730	300	4	1
1687040	5909810	6975899	0	2400	300	8	1
1687066	5834246	6938834	0	2400	360	8	1
1687071	5834089	6936115	0	2400	300	8	1
1687083	5856901	6990087	0	2400	300	2	1
1687084	5836694	6880577	800	1700	300	4	1
1687105	5877432.39	6957924.96	0	2400	300	6	1
1687106	5877432.39	6957924.96	0	2400	60	6	1
1687107	5877432.39	6957924.96	0	2400	60	6	1
1687108	5877432.39	6957924.96	0	2400	60	6	1
1687109	5877432.39	6957924.96	0	2400	60	6	1
1687110	5877432.39	6957924.96	0	2400	60	6	1
1687111	5877432.39	6957924.96	0	2400	60	6	1
1687112	5877432.39	6957924.96	0	2400	60	6	1
1687113	5877432.39	6957924.96	0	2400	60	6	1
1687114	5877432.39	6957924.96	0	2400	60	6	1
1687115	5877432.39	6957924.96	0	2400	60	6	1
1687116	5877432.39	6957924.96	0	2400	60	6	1
1687117	5877432.39	6957924.96	0	2400	60	6	1
1687164	5822104	6873336	800	1700	300	8	1
1687165	5822104	6873336	800	1700	60	8	1
1687166	5822104	6873336	800	1700	60	8	1
1687176	5825071	6936967	0	2400	300	4	1
1687177	5825071	6936967	0	2400	60	4	1
1687178	5825071	6936967	0	2400	60	4	1
1687179	5825071	6936967	0	2400	60	4	1
1687192	5825071	6936967	0	2400	60	6	1
1687195	5892411.63	7053527.75	0	2400	300	4	1
1687206	5895135.5	7040971.75	0	2400	300	4	1
1687209	5894754.87	7041645.89	0	2400	60	4	1
1687211	5887119.36	7053075.65	0	2400	300	6	1
1687212	5887119.36	7053075.65	0	2400	60	6	1
1687213	5887119.36	7053075.65	0	2400	60	6	1
1687216	5820910	6859990	0	2400	300	2	1
1687218	5895054.25	7040453	0	2400	360	6	1
1687219	5887251.32	7052972.23	0	2400	300	6	1
1687220	5887251.32	7052972.23	0	2400	60	6	1
1687221	5887251.32	7052972.23	0	2400	60	6	1
1687228	5895253.88	7040040.75	0	2400	60	4	1
1687231	5885149.25	7053875.25	0	2400	300	4	1
1687233	5851309	6906643	0	2400	60	8	1
1687250	5895602.5	7039310.75	0	2400	60	6	1
1687251	5887049.5	7053081.29	0	2400	300	6	1
1687252	5887049.5	7053081.29	0	2400	60	6	1
1687258	5885764.41	7050087.55	0	2400	300	6	1
1687261	5884507.25	7052768.66	0	2400	60	4	1
1687262	5893795	7052212.75	0	2400	300	4	1
1687270	5894361	7052789	0	2400	60	4	1
1687273	5884019.87	7054625.98	0	2400	300	6	1
1687274	5884019.87	7054625.98	0	2400	60	6	1
1687275	5884019.87	7054625.98	0	2400	60	6	1
1687284	5894682	7041045	0	2400	300	4	1
1687293	5897847.78	7039827.13	0	2400	300	8	1
1687296	5894929.75	7042102.75	0	2400	360	4	1
1687299	5885286.92	7052294.08	0	2400	300	4	1
1687302	5887201.55	7051911.08	0	2400	300	6	1
1687303	5887201.55	7051911.08	0	2400	60	6	1
1687304	5887201.55	7051911.08	0	2400	60	6	1
1687305	5887201.55	7051911.08	0	2400	60	6	1
1687312	5895828.75	7040688.75	0	2400	360	4	1
1687315	5885686.49	7051668.64	0	2400	300	4	1
1687322	5893612	7055833	0	2400	300	6	1
1687326	5884793.37	7054382.46	0	2400	300	6	1
1687327	5884793.37	7054382.46	0	2400	60	6	1
1687328	5884793.37	7054382.46	0	2400	60	6	1
1687341	5898274.74	7039924.87	0	2400	300	4	1
1687347	5887210.74	7053012.13	0	2400	300	2	1
1687356	5892822.16	7053341.05	0	2400	300	4	1
1687363	5895821.54	7040688.41	0	2400	60	4	1
1687372	5882573.82	7053049.93	0	2400	300	8	1
1687373	5895762.35	7039565.34	0	2400	300	4	1
1687377	5897211.65	7040361.48	0	2400	300	6	1
1687384	5895012.07	7040371.12	0	2400	300	6	1
1687390	5896987.09	7039336.59	0	2400	300	6	1
1687396	5896886.51	7039305.15	0	2400	300	4	1
1687397	5893125.71	7053049.7	0	2400	300	4	1
1687399	5893077.58	7052969.48	0	2400	60	4	1
1687401	5894394	7052792	0	2400	300	4	1
1687411	5894481.91	7052907.38	0	2400	300	4	1
1687413	5896266.63	7038768.95	0	2400	300	8	1
1687420	5897408.33	7038852.73	0	2400	360	2	1
1687421	5897408.33	7038852.73	0	2400	60	2	1
1687425	5885147.89	7053769.27	0	2400	60	6	1
1687426	5885147.89	7053769.27	0	2400	60	6	1
1687435	5895144.75	7040971	0	2400	60	4	1
1687436	5895144.75	7040971	0	2400	60	4	1
1687440	5897102.23	7040490.77	0	2400	60	4	1
1687443	5897108	7038875	0	2400	360	6	1
1687446	5885839.04	7051477.03	0	2400	60	4	1
1687450	5877629	6856123	0	2400	300	3	1
1687451	5888010	7053826	0	2400	60	6	1
1687452	5888010	7053826	0	2400	60	6	1
1687453	5888010	7053826	0	2400	60	6	1
1687460	5886733.68	7053227.32	0	2400	300	4	1
1687463	5887484	7052805	0	2400	360	4	1
1687465	5894634.47	7039572.42	0	2400	300	4	1
1687467	5886861	7052216	0	2400	300	4	1
1687476	5885768.44	7051563.13	0	2400	300	4	1
1687484	5884765.75	7052504.25	0	2400	300	6	1
1687486	5896023.04	7038732.29	0	2400	300	6	1
1687489	5882519.5	7051820	0	2400	60	4	1
1687492	5891834	7045583	0	2400	300	6	1
1687493	5891834	7045583	0	2400	60	6	1
1687494	5891834	7045583	0	2400	60	6	1
1687495	5887676	7052700	0	2400	300	4	1
1687500	5884781	7053618	0	2400	300	6	1
1687501	5884781	7053618	0	2400	60	6	1
1687507	5890670	7044756	0	2400	300	8	1
1687513	5893907	7056335	0	2400	60	4	1
1687520	5891685.56	7053850.79	0	2400	60	8	1
1687524	5891829.21	7053789.5	0	2400	60	8	1
1687525	5891829.21	7053789.5	0	2400	60	8	1
1687526	5899356	7035619	0	2400	60	4	1
1687527	5899356	7035619	0	2400	60	4	1
1687529	5890077.17	7047095.3	0	2400	360	4	1
1687532	5890565.47	7046381.27	0	2400	60	8	1
1687534	5895995.9	7037787.76	0	2400	60	4	1
1687536	5884818.46	7053452.48	0	2400	300	8	1
1687537	5884818.46	7053452.48	0	2400	60	8	1
1687540	5897545.19	7038886.33	0	2400	300	6	1
1687541	5897545.19	7038886.33	0	2400	60	6	1
1687542	5897545.19	7038886.33	0	2400	60	6	1
1687543	5897545.19	7038886.33	0	2400	60	6	1
1687544	5897545.19	7038886.33	0	2400	60	6	1
1687545	5897545.19	7038886.33	0	2400	60	6	1
1687546	5897545.19	7038886.33	0	2400	60	6	1
1687547	5897545.19	7038886.33	0	2400	60	6	1
1687548	5897545.19	7038886.33	0	2400	60	6	1
1687549	5897545.19	7038886.33	0	2400	60	6	1
1687550	5897545.19	7038886.33	0	2400	60	6	1
1687551	5897545.19	7038886.33	0	2400	60	6	1
1687552	5897545.19	7038886.33	0	2400	60	6	1
1687553	5897545.19	7038886.33	0	2400	60	6	1
1687554	5897545.19	7038886.33	0	2400	60	6	1
1687555	5897545.19	7038886.33	0	2400	60	6	1
1687556	5897545.19	7038886.33	0	2400	60	6	1
1687565	5894699	7039324	0	2400	300	6	1
1687570	5883905.27	7054425.44	0	2400	300	6	1
1687571	5883905.27	7054425.44	0	2400	60	6	1
1687572	5883905.27	7054425.44	0	2400	60	6	1
1687573	5883905.27	7054425.44	0	2400	60	6	1
1687582	5883957.84	7052574.82	0	2400	360	3	1
1687583	5883957.84	7052574.82	0	2400	60	3	1
1687584	5883957.84	7052574.82	0	2400	60	3	1
1687586	5882642	7051532	0	2400	300	4	1
1687589	5882656	7051517	0	2400	300	4	1
1687591	5893487	7055601	0	2400	360	4	1
1687595	5884135.26	7052566.85	0	2400	300	4	1
1687598	5893326.27	7053625.3	0	2400	60	4	1
1687600	5893301.1	7053513.07	0	2400	60	4	1
1687606	5884134.46	7053852.47	0	2400	60	6	1
1687607	5884134.46	7053852.47	0	2400	60	6	1
1687610	5886771.96	7052067.41	0	2400	300	4	1
1687611	5820880	6932222	0	2400	300	6	1
1687612	5819764	6928154	0	2400	300	6	1
1687624	5890302	7054281	0	2400	300	4	1
1687625	5890302	7054281	0	2400	60	4	1
1687626	5890302	7054281	0	2400	60	4	1
1687634	5898870	6847130	0	2400	300	6	1
1687638	5871318	6844059	0	2400	300	8	1
1687639	5871318	6844059	0	2400	60	8	1
1687640	5871318	6844059	0	2400	60	8	1
1687651	5872695	6850120	0	2400	300	8	1
1687655	5898870	6847130	0	2400	300	6	1
1687662	5898711	6841430	0	2400	300	6	1
1687664	5872590	6837916	0	2400	300	6	1
1687668	5898711	6841430	0	2400	300	8	1
1687672	5898711	6841430	0	2400	60	8	1
1687673	5872590	6837914	0	2400	300	6	1
1687677	5872695	6850120	0	2400	300	8	1
1687678	5872695	6850120	0	2400	60	8	1
1687679	5872695	6850120	0	2400	60	4	1
1687680	5872695	6850120	0	2400	60	4	1
1687681	5872695	6850120	0	2400	60	4	1
1687682	5872695	6850120	0	2400	60	4	1
1687686	5898870	6847130	0	2400	300	6	1
1687702	5844848	6957294	0	2400	360	3	1
1687703	5844848	6957294	0	2400	60	3	1
1687708	5855539	6906211	700	1700	300	8	1
1687709	5850229	6902724	800	1700	300	8	1
1687710	5846454	6897228	0	2400	300	8	1
1687711	5845167	6881251	0	2400	300	6	1
1687714	5860141	6968257	0	2400	300	8	1
1687718	5893399.26	7032482.86	0	2400	60	6	1
1687720	5835485.88	6942392.45	0	2400	300	8	1
1687724	5826182	6935145	0	2400	60	8	1
1687733	5868359.94	6963833.2	0	2400	360	6	1
1687736	5832311	6922396	0	2400	360	6	1
1687739	5833880	6920148	0	2400	300	2	1
1687743	5897263	6877265	0	2400	300	8	1
1687745	5837024	6951374	0	2400	300	0	1
1687746	5871853	6930883	0	2400	360	6	1
1687747	5809796	6854304	0	2400	300	4	1
1687748	5809796	6854304	0	2400	60	4	1
1687751	5818545	6969575	0	2400	300	3	1
1687753	5863494.4	6908869.75	0	2400	360	4	1
1687754	5863494.4	6908869.75	0	2400	300	4	1
1687755	5863494.4	6908869.75	0	2400	60	4	1
1687757	5830969.2	6881968.27	0	2400	360	2	1
1687758	5828567.75	6884588.8	0	2400	60	2	1
1687759	5828567.75	6884588.8	0	2400	60	2	1
1687762	5895024	6857008	0	2400	360	4	1
1687763	5895024	6857008	0	2400	60	8	1
1687764	5895024	6857008	0	2400	60	8	1
1687773	5852501.7	6904942.47	800	1700	360	8	1
1687774	5852501.7	6904942.47	800	1700	60	8	1
1687775	5852501.7	6904942.47	800	1700	60	8	1
1687780	5852498	6904925	800	1700	360	8	1
1687784	5852005	6904723	0	2400	360	8	1
1687785	5852005	6904723	0	2400	60	8	1
1687786	5852005	6904723	0	2400	360	4	1
1687788	5871208	6843069	0	2400	300	2	1
1687794	5904908	6992962	1200	1700	300	6	1
1687839	5860580	6882668	0	2400	300	6	1
1687840	5860580	6882668	0	2400	60	8	1
1687842	5839262	6838631	0	2400	360	6	1
1687851	5879277	6947749	0	2400	300	4	1
1687863	5815945	6946388	0	2400	360	8	1
1687865	5839072	6947332	0	2400	300	2	1
1687866	5848150	6964256	0	2400	360	4	1
1687867	5848150	6964256	0	2400	60	4	1
1687868	5848150	6964256	0	2400	60	4	1
1687875	5851791	6935004	0	2400	360	3	1
1687878	5820267	6842665	0	2400	300	6	1
1687890	5837413	6843226	0	2400	300	3	1
1687898	5812373	6843018	0	2400	300	4	1
1687899	5812373	6843018	0	2400	60	4	1
1687900	5812373	6843018	0	2400	60	4	1
1687901	5812373	6843018	0	2400	60	4	1
1687902	5812373	6843018	0	2400	60	4	1
1687903	5812373	6843018	0	2400	60	4	1
1687904	5812373	6843018	0	2400	60	4	1
1687908	5808778	6849125	0	2400	300	4	1
1687909	5808778	6849125	0	2400	60	4	1
1687910	5808778	6849125	0	2400	60	4	1
1687911	5808778	6849125	0	2400	60	4	1
1687914	5803785	6848416	0	2400	300	4	1
1687915	5803785	6848416	0	2400	60	4	1
1687919	5810148	6845817	0	2400	300	4	1
1687920	5810148	6845817	0	2400	60	4	1
1687922	5807522	6855783	0	2400	300	4	1
1687923	5807522	6855783	0	2400	60	4	1
1687924	5816329	6845810	0	2400	300	4	1
1687925	5816329	6845810	0	2400	60	4	1
1687926	5814419	6846813	0	2400	300	8	1
1687927	5814419	6846813	0	2400	60	8	1
1687930	5814358	6853221	0	2400	300	4	1
1687931	5814358	6853221	0	2400	60	4	1
1687933	5808846	6859724	0	2400	300	8	1
1687934	5821126	6844223	0	2400	300	3	1
1687935	5825772	6845428	0	2400	300	3	1
1687936	5815780	6842736	0	2400	300	4	1
1687937	5815780	6842736	0	2400	60	4	1
1687938	5816532	6851391	0	2400	300	4	1
1687939	5816532	6851391	0	2400	60	4	1
1687940	5811103	6848951	0	2400	300	4	1
1687941	5811103	6848951	0	2400	60	4	1
1687942	5816745	6851790	0	2400	300	4	1
1687943	5816745	6851790	0	2400	60	4	1
1687944	5816745	6851790	0	2400	60	4	1
1687945	5816745	6851790	0	2400	60	4	1
1687946	5807539	6850657	0	2400	60	4	1
1687947	5807539	6850657	0	2400	60	4	1
1687948	5837877	6845267	0	2400	60	8	1
1687950	5842311	6841825	0	2400	60	6	1
1687951	5837574	6843195	0	2400	360	6	1
1687953	5842030	6846978	0	2400	360	8	1
1687954	5826035	6845402	0	2400	360	6	1
1687957	5835201	6844728	0	2400	360	6	1
1687965	5801071	6859234	0	2400	300	8	1
1687973	5828475	6840328	700	1600	360	6	1
1687976	5816004	6844605	0	2400	360	4	1
1687984	5816017	6844669	0	2400	360	15	1
1687997	5811334	6845393	0	2400	300	2	1
1687998	5816010	6844601	0	2400	360	2	1
1688090	5823550	6845177	0	2400	300	8	1
1688091	5816429	6955024	0	2400	300	4	1
1688095	5853170	6929899	0	2400	360	3	1
1688096	5853170	6929899	0	2400	60	3	1
1688097	5848998	6935270	0	2400	300	4	1
1688098	5848998	6935270	0	2400	60	4	1
1688100	5890067	6985736	0	2400	300	8	1
1688101	5890067	6985736	0	2400	60	8	1
1688105	5894471	6981192	0	2400	360	18	1
1688107	5862073	6985073	830	1630	300	6	1
1688111	5872100	7005704	0	2400	60	18	1
1688112	5860930.33	6995686.89	0	2400	300	4	1
1688113	5860987	6995674.11	0	2400	300	8	1
1688143	5848877	7038714	0	2400	360	6	1
1688144	5848877	7038714	0	2400	60	4	1
1688152	5854562	6990702	0	2400	300	8	1
1688160	5872333	6938631	0	2400	300	6	1
1688161	5861200.52	6995647.65	0	2400	60	6	1
1688162	5853872	6984798	100	700	300	3	1
1688163	5853872	6984798	100	700	60	3	1
1688165	5837084	6837906	0	2400	300	6	1
1688183	5844069	6934260	0	2400	300	2	1
1688188	5828931	6934468	0	2400	300	8	1
1688191	5863501	6863554	0	2400	300	4	1
1688197	5828474	6840314	0	2400	360	8	1
1688198	5828474	6840314	0	2400	60	8	1
1688211	5828707.31	6884392.08	0	2400	300	6	1
1688212	5828707.31	6884392.08	0	2400	60	6	1
1688213	5828707.31	6884392.08	0	2400	60	6	1
1688214	5828707.31	6884392.08	0	2400	60	6	1
1688215	5828707.31	6884392.08	0	2400	60	6	1
1688216	5828707.31	6884392.08	0	2400	60	6	1
1688217	5828707.31	6884392.08	0	2400	60	6	1
1688218	5828707.31	6884392.08	0	2400	60	6	1
1688219	5828707.31	6884392.08	0	2400	60	6	1
1688220	5828707.31	6884392.08	0	2400	60	6	1
1688239	5832046	6835562	0	2400	360	6	1
1688251	5848602	6902957	800	1700	60	6	1
1688256	5897263	6877265	0	2400	300	2	1
1688257	5812435	6845182	0	2400	300	2	1
1688284	5835655	6848832	0	2400	300	4	1
1688294	5840794	6842771	0	2400	360	3	1
1688295	5871047	6840107	0	2400	300	2	1
1688297	5817891	6867242	0	2400	300	3	1
1688298	5883746	6868380	0	2400	300	2	1
1688299	5839190	6837854	0	2400	300	4	1
1688305	5831873	6835375	0	2400	360	8	1
1688307	5831873	6835375	0	2400	60	6	1
1688311	5840882	6843044	0	2400	300	3	1
1688331	5823363	6857777	0	2400	300	2	1
1688332	5833209	6836207	0	2400	300	6	1
1688339	5805922	6854694	0	2400	300	2	1
1688359	5803174.51	6857240.44	0	2400	300	6	1
1688360	5803174.51	6857240.44	0	2400	60	2	1
1688362	5819866.67	6852231.22	0	2400	300	6	1
1688363	5819866.67	6852231.22	0	2400	60	2	1
1688364	5819866.67	6852231.22	0	2400	60	4	1
1688365	5819866.67	6852231.22	0	2400	60	4	1
1688366	5819866.67	6852231.22	0	2400	60	4	1
1688367	5819866.67	6852231.22	0	2400	60	4	1
1688368	5819866.67	6852231.22	0	2400	60	4	1
1688369	5819866.67	6852231.22	0	2400	60	4	1
1688370	5819866.67	6852231.22	0	2400	60	4	1
1688507	5837490	6846207	0	2400	300	2	1
1688508	5837490	6846207	0	2400	60	2	1
1688509	5815989	6866796	0	2400	360	2	1
1688520	5805725	6855109	0	2400	300	2	1
1688534	5833389	6844876	0	2400	300	2	1
1688535	5801834	6856458	0	2400	300	2	1
1688538	5853960	6838244	0	2400	300	3	1
1688542	5833389	6844876	0	2400	300	2	1
1688544	5816022	6844593	0	2400	300	2	1
1688552	5835002	6930177	0	2400	300	8	1
1688561	5795283	6856968	0	2400	360	8	1
1688565	5836259	6921215	0	2400	360	4	1
1688571	5862564	6979053	0	2400	360	2	1
1688572	5862564	6979053	0	2400	300	2	1
1688573	5842856	6940923	0	2400	300	6	1
1688576	5824099	6927268	0	2400	360	8	1
1688577	5824099	6927268	0	2400	300	8	1
1688582	5813074	6962366	0	2400	300	6	1
1688596	5848692	6964872	0	2400	300	4	1
1688597	5820291	6872314	0	2400	360	8	1
1688604	5841954	6977025	0	2400	300	6	1
1688606	5833732	6972604	0	2400	300	8	1
1688607	5833732	6972604	0	2400	300	8	1
1688611	5817883	6987852	0	2400	360	3	1
1688612	5855708	6844506	0	2400	300	8	1
1688615	5903942	6979941	0	2400	300	6	1
1688616	5903942	6979941	0	2400	60	6	1
1688617	5903942	6979941	0	2400	60	6	1
1688620	5837024	6951374	0	2400	300	6	1
1688622	5809058	6973216	0	2400	300	8	1
1688626	5893813.23	7055731.54	0	2400	300	4	1
1688633	5843356	6919113	0	2400	360	8	1
1688634	5843356	6919113	0	2400	60	8	1
1688635	5843356	6919113	0	2400	60	3	1
1688637	5853088	6934861	0	2400	300	6	1
1688638	5853088	6934861	0	2400	60	6	1
1688647	5848332	6963657	0	2400	360	8	1
1688663	5812483	6934253	0	2400	300	2	1
1688669	5894075	6873728	0	2400	360	8	1
1688679	5844076	6934241	0	2400	360	8	1
1688726	5817350	6868324	0	2400	300	4	1
1688727	5823943	6927899	0	2400	360	4	1
1688729	5832053	6934854	0	2400	360	4	1
1688732	5836474	6922047	0	2400	360	4	1
1688736	5831388	6928205	0	2400	360	8	1
1688737	5824182	6929064	0	2400	360	6	1
1688739	5834582	6921954	0	2400	360	4	1
1688742	5834340	6928927	0	2400	300	6	1
1688743	5834340	6928927	0	2400	60	4	1
1688745	5829559	6929448	0	2400	360	6	1
1688747	5829559	6929448	0	2400	60	4	1
1688748	5820161	6931571	0	2400	360	6	1
1688749	5820161	6931571	0	2400	300	4	1
1688752	5827161	6928539	0	2400	360	6	1
1688755	5833249	6918761	0	2400	360	4	1
1688758	5828893	6927497	0	2400	360	8	1
1688763	5829721	6921959	0	2400	360	6	1
1688765	5833046	6925356	0	2400	360	4	1
1688767	5822398	6932077	0	2400	360	4	1
1688769	5834752	6923385	100	700	360	6	1
1688771	5833115	6932527	0	2400	300	6	1
1688774	5829038	6930539	0	2400	360	4	1
1688775	5829038	6930539	0	2400	60	6	1
1688778	5829038	6930539	0	2400	60	6	1
1688781	5835986	6928015	100	700	300	6	1
1688782	5835986	6928015	100	700	60	8	1
1688783	5835986	6928015	100	700	60	8	1
1688786	5820497	6928516	0	2400	360	8	1
1688790	5836332	6920673	0	2400	360	8	1
1688792	5834408	6926469	100	700	360	6	1
1688795	5834408	6926469	100	700	60	6	1
1688796	5834408	6926469	100	700	60	6	1
1688797	5834408	6926469	100	700	60	6	1
1688798	5834408	6926469	100	700	60	6	1
1688799	5834408	6926469	100	700	60	6	1
1688803	5831516	6929052	0	2400	360	6	1
1688804	5831351	6927826	0	2400	360	6	1
1688806	5831635	6928343	0	2400	360	6	1
1688807	5831635	6928343	0	2400	60	4	1
1688811	5881757	6919356	0	2400	300	6	1
1688815	5881757	6919356	0	2400	360	6	1
1688817	5881757	6919356	0	2400	300	2	1
1688819	5900841	6921551	0	2400	300	2	1
1688821	5882181	6919004	0	2400	300	2	1
1688822	5836127	7005948	100	700	300	2	1
1688823	5836127	7005948	100	700	60	2	1
1688824	5836127	7005948	100	700	60	2	1
1688825	5836127	7005948	100	700	60	2	1
1688826	5836127	7005948	0	2400	300	4	1
1688827	5836127	7005948	0	2400	60	4	1
1688828	5837675	7002789	100	700	300	4	1
1688829	5837675	7002789	100	700	60	4	1
1688830	5837675	7002789	100	700	60	4	1
1688831	5832853	7000287	0	2400	300	4	1
1688832	5832853	7000287	0	2400	60	4	1
1688833	5832853	7000287	0	2400	60	4	1
1688863	5889280	6954333	0	2400	300	8	1
1688864	5889280	6954333	0	2400	60	8	1
1688881	5838376	6944931	0	2400	300	8	1
1688893	5816429	6955024	0	2400	300	8	1
1688900	5828947	6925610	100	700	360	8	1
1688901	5828947	6925610	100	700	60	8	1
1688902	5828947	6925610	100	700	60	8	1
1688906	5829253	6924749	100	700	360	6	1
1688929	5824643	6935992	0	2400	300	2	1
